FIPS,State,County,Population_2023
29197,MO,Schuyler County,4053.0
29199,MO,Scotland County,4676.0
29201,MO,Scott County,37889.0
29203,MO,Shannon County,7238.0
29205,MO,Shelby County,5931.0
29207,MO,Stoddard County,28397.0
29209,MO,Stone County,32658.0
29211,MO,Sullivan County,5797.0
29213,MO,Taney County,56775.0
29215,MO,Texas County,25619.0
29217,MO,Vernon County,19710.0
29219,MO,Warren County,37806.0
29221,MO,Washington County,23534.0
29223,MO,Wayne County,10811.0
29225,MO,Webster County,41472.0
29227,MO,Worth County,1907.0
29229,MO,Wright County,19403.0
29510,MO,St. Louis city,281754.0
30000,MT,Montana,1132812.0
30001,MT,Beaverhead County,9885.0
30003,MT,Big Horn County,12751.0
30005,MT,Blaine County,6899.0
30007,MT,Broadwater County,8032.0
30009,MT,Carbon County,11419.0
30011,MT,Carter County,1418.0
30013,MT,Cascade County,84900.0
30015,MT,Chouteau County,5847.0
30017,MT,Custer County,11985.0
30019,MT,Daniels County,1633.0
30021,MT,Dawson County,8810.0
30023,MT,Deer Lodge County,9673.0
30025,MT,Fallon County,2994.0
30027,MT,Fergus County,11772.0
30029,MT,Flathead County,113679.0
30031,MT,Gallatin County,126409.0
30033,MT,Garfield County,1211.0
30035,MT,Glacier County,13609.0
30037,MT,Golden Valley County,835.0
30039,MT,Granite County,3595.0
30041,MT,Hill County,16276.0
30043,MT,Jefferson County,13048.0
30045,MT,Judith Basin County,2093.0
30047,MT,Lake County,33338.0
30049,MT,Lewis and Clark County,75011.0
30051,MT,Liberty County,1974.0
30053,MT,Lincoln County,21895.0
30055,MT,McCone County,1676.0
30057,MT,Madison County,9521.0
30059,MT,Meagher County,2071.0
30061,MT,Mineral County,5090.0
30063,MT,Missoula County,121849.0
30065,MT,Musselshell County,5308.0
30067,MT,Park County,17903.0
30069,MT,Petroleum County,554.0
30071,MT,Phillips County,4249.0
30073,MT,Pondera County,6125.0
30075,MT,Powder River County,1743.0
30077,MT,Powell County,7133.0
30079,MT,Prairie County,1112.0
30081,MT,Ravalli County,47738.0
30083,MT,Richland County,11173.0
30085,MT,Roosevelt County,10319.0
30087,MT,Rosebud County,8160.0
30089,MT,Sanders County,13684.0
30091,MT,Sheridan County,3498.0
30093,MT,Silver Bow County,36360.0
30095,MT,Stillwater County,9173.0
30097,MT,Sweet Grass County,3763.0
30099,MT,Teton County,6430.0
30101,MT,Toole County,5133.0
30103,MT,Treasure County,772.0
30105,MT,Valley County,7474.0
30107,MT,Wheatland County,2057.0
30109,MT,Wibaux County,910.0
30111,MT,Yellowstone County,170843.0
31000,NE,Nebraska,1978379.0
31001,NE,Adams County,30899.0
31003,NE,Antelope County,6302.0
31005,NE,Arthur County,412.0
31007,NE,Banner County,674.0
31009,NE,Blaine County,436.0
31011,NE,Boone County,5310.0
31013,NE,Box Butte County,10692.0
31015,NE,Boyd County,1725.0
31017,NE,Brown County,2853.0
31019,NE,Buffalo County,50697.0
31021,NE,Burt County,6727.0
31023,NE,Butler County,8459.0
31025,NE,Cass County,27446.0
31027,NE,Cedar County,8262.0
31029,NE,Chase County,3724.0
31031,NE,Cherry County,5492.0
31033,NE,Cheyenne County,9541.0
31035,NE,Clay County,6116.0
31037,NE,Colfax County,10566.0
31039,NE,Cuming County,8918.0
31041,NE,Custer County,10581.0
31043,NE,Dakota County,21268.0
31045,NE,Dawes County,8133.0
31047,NE,Dawson County,24085.0
31049,NE,Deuel County,1871.0
31051,NE,Dixon County,5491.0
31053,NE,Dodge County,37187.0
31055,NE,Douglas County,589540.0
31057,NE,Dundy County,1561.0
31059,NE,Fillmore County,5548.0
31061,NE,Franklin County,2825.0
31063,NE,Frontier County,2585.0
31065,NE,Furnas County,4556.0
31067,NE,Gage County,21634.0
31069,NE,Garden County,1794.0
31071,NE,Garfield County,1763.0
31073,NE,Gosper County,1847.0
31075,NE,Grant County,565.0
31077,NE,Greeley County,2219.0
31079,NE,Hall County,62197.0
31081,NE,Hamilton County,9537.0
31083,NE,Harlan County,3045.0
31085,NE,Hayes County,846.0
31087,NE,Hitchcock County,2552.0
31089,NE,Holt County,10093.0
31091,NE,Hooker County,679.0
31093,NE,Howard County,6527.0
31095,NE,Jefferson County,7054.0
31097,NE,Johnson County,5198.0
31099,NE,Kearney County,6770.0
31101,NE,Keith County,8113.0
31103,NE,Keya Paha County,805.0
31105,NE,Kimball County,3289.0
31107,NE,Knox County,8298.0
31109,NE,Lancaster County,326716.0
31111,NE,Lincoln County,33365.0
31113,NE,Logan County,655.0
31115,NE,Loup County,592.0
31117,NE,McPherson County,383.0
31119,NE,Madison County,35627.0
31121,NE,Merrick County,7755.0
31123,NE,Morrill County,4504.0
31125,NE,Nance County,3274.0
31127,NE,Nemaha County,7076.0
31129,NE,Nuckolls County,4095.0
31131,NE,Otoe County,16335.0
31133,NE,Pawnee County,2512.0
31135,NE,Perkins County,2795.0
31137,NE,Phelps County,9057.0
31139,NE,Pierce County,7299.0
31141,NE,Platte County,34609.0
31143,NE,Polk County,5228.0
31145,NE,Red Willow County,10457.0
31147,NE,Richardson County,7689.0
31149,NE,Rock County,1271.0
31151,NE,Saline County,14555.0
31153,NE,Sarpy County,199886.0
31155,NE,Saunders County,23463.0
31157,NE,Scotts Bluff County,35699.0
31159,NE,Seward County,17671.0
31161,NE,Sheridan County,4928.0
31163,NE,Sherman County,2983.0
31165,NE,Sioux County,1154.0
31167,NE,Stanton County,5856.0
31169,NE,Thayer County,4829.0
31171,NE,Thomas County,677.0
31173,NE,Thurston County,6557.0
31175,NE,Valley County,4012.0
31177,NE,Washington County,21152.0
31179,NE,Wayne County,9874.0
31181,NE,Webster County,3351.0
31183,NE,Wheeler County,775.0
31185,NE,York County,14356.0
32000,NV,Nevada,3194176.0
32001,NV,Churchill County,25803.0
32003,NV,Clark County,2336573.0
32005,NV,Douglas County,49545.0
32007,NV,Elko County,54293.0
32009,NV,Esmeralda County,736.0
32011,NV,Eureka County,1917.0
32013,NV,Humboldt County,17136.0
32015,NV,Lander County,5769.0
32017,NV,Lincoln County,4452.0
32019,NV,Lyon County,62583.0
32021,NV,Mineral County,4528.0
32023,NV,Nye County,55720.0
32027,NV,Pershing County,6364.0
32029,NV,Storey County,4177.0
32031,NV,Washoe County,498022.0
32033,NV,White Pine County,8522.0
32510,NV,Carson City,58036.0
33000,NH,New Hampshire,1402054.0
33001,NH,Belknap County,65027.0
33003,NH,Carroll County,52448.0
33005,NH,Cheshire County,77703.0
33007,NH,Coos County,31372.0
33009,NH,Grafton County,93146.0
33011,NH,Hillsborough County,427354.0
33013,NH,Merrimack County,157103.0
33015,NH,Rockingham County,320689.0
33017,NH,Strafford County,133243.0
33019,NH,Sullivan County,43969.0
34000,NJ,New Jersey,9290841.0
34001,NJ,Atlantic County,275213.0
34003,NJ,Bergen County,957736.0
34005,NJ,Burlington County,469167.0
34007,NJ,Camden County,527196.0
34009,NJ,Cape May County,94610.0
34011,NJ,Cumberland County,152326.0
34013,NJ,Essex County,851117.0
34015,NJ,Gloucester County,308423.0
34017,NJ,Hudson County,705472.0
34019,NJ,Hunterdon County,130183.0
34021,NJ,Mercer County,381671.0
34023,NJ,Middlesex County,863623.0
34025,NJ,Monmouth County,642799.0
34027,NJ,Morris County,514423.0
34029,NJ,Ocean County,659197.0
34031,NJ,Passaic County,513395.0
34033,NJ,Salem County,65338.0
34035,NJ,Somerset County,348842.0
34037,NJ,Sussex County,146132.0
34039,NJ,Union County,572726.0
34041,NJ,Warren County,111252.0
35000,NM,New Mexico,2114371.0
35001,NM,Bernalillo County,671586.0
35003,NM,Catron County,3825.0
35005,NM,Chaves County,63561.0
35006,NM,Cibola County,26780.0
35007,NM,Colfax County,12255.0
35009,NM,Curry County,47222.0
35011,NM,De Baca County,1657.0
35013,NM,Doña Ana County,225210.0
35015,NM,Eddy County,60275.0
35017,NM,Grant County,27472.0
35019,NM,Guadalupe County,4292.0
35021,NM,Harding County,624.0
35023,NM,Hidalgo County,3965.0
35025,NM,Lea County,72101.0
35027,NM,Lincoln County,20029.0
35028,NM,Los Alamos County,19444.0
35029,NM,Luna County,25316.0
35031,NM,McKinley County,68797.0
35033,NM,Mora County,4123.0
35035,NM,Otero County,68835.0
35037,NM,Quay County,8510.0
35039,NM,Rio Arriba County,39876.0
35041,NM,Roosevelt County,18787.0
35043,NM,Sandoval County,155936.0
35045,NM,San Juan County,120675.0
35047,NM,San Miguel County,26668.0
35049,NM,Santa Fe County,155956.0
35051,NM,Sierra County,11488.0
35053,NM,Socorro County,15963.0
35055,NM,Taos County,34405.0
35057,NM,Torrance County,15633.0
35059,NM,Union County,3964.0
35061,NM,Valencia County,79141.0
36000,NY,New York,19571216.0
36001,NY,Albany County,316659.0
36003,NY,Allegany County,46651.0
36005,NY,Bronx County,1356476.0
36007,NY,Broome County,196077.0
36009,NY,Cattaraugus County,75600.0
36011,NY,Cayuga County,74485.0
36013,NY,Chautauqua County,124891.0
36015,NY,Chemung County,81325.0
36017,NY,Chenango County,45920.0
36019,NY,Clinton County,78115.0
36021,NY,Columbia County,60470.0
36023,NY,Cortland County,45752.0
36025,NY,Delaware County,44410.0
36027,NY,Dutchess County,297150.0
36029,NY,Erie County,946147.0
36031,NY,Essex County,36775.0
36033,NY,Franklin County,46502.0
36035,NY,Fulton County,52234.0
36037,NY,Genesee County,57529.0
36039,NY,Greene County,47062.0
36041,NY,Hamilton County,5082.0
36043,NY,Herkimer County,59484.0
36045,NY,Jefferson County,114787.0
36047,NY,Kings County,2561225.0
36049,NY,Lewis County,26548.0
36051,NY,Livingston County,61158.0
36053,NY,Madison County,66921.0
36055,NY,Monroe County,748482.0
36057,NY,Montgomery County,49368.0
36059,NY,Nassau County,1381715.0
36061,NY,New York County,1597451.0
36063,NY,Niagara County,209457.0
36065,NY,Oneida County,227555.0
36067,NY,Onondaga County,467873.0
36069,NY,Ontario County,112494.0
36071,NY,Orange County,407470.0
36073,NY,Orleans County,39124.0
36075,NY,Oswego County,118162.0
36077,NY,Otsego County,60126.0
36079,NY,Putnam County,98060.0
36081,NY,Queens County,2252196.0
36083,NY,Rensselaer County,159305.0
36085,NY,Richmond County,490687.0
36087,NY,Rockland County,340807.0
36089,NY,St. Lawrence County,106940.0
36091,NY,Saratoga County,238711.0
36093,NY,Schenectady County,159902.0
36095,NY,Schoharie County,30105.0
36097,NY,Schuyler County,17507.0
36099,NY,Seneca County,32349.0
36101,NY,Steuben County,92162.0
36103,NY,Suffolk County,1523170.0
36105,NY,Sullivan County,79920.0
36107,NY,Tioga County,47715.0
36109,NY,Tompkins County,103558.0
36111,NY,Ulster County,182333.0
36113,NY,Warren County,65380.0
36115,NY,Washington County,60047.0
36117,NY,Wayne County,90829.0
36119,NY,Westchester County,990817.0
36121,NY,Wyoming County,39532.0
36123,NY,Yates County,24472.0
37000,NC,North Carolina,10835491.0
37001,NC,Alamance County,179165.0
37003,NC,Alexander County,36473.0
37005,NC,Alleghany County,11342.0
37007,NC,Anson County,21897.0
37009,NC,Ashe County,27063.0
37011,NC,Avery County,17561.0
37013,NC,Beaufort County,44481.0
37015,NC,Bertie County,16922.0
37017,NC,Bladen County,29484.0
37019,NC,Brunswick County,159964.0
37021,NC,Buncombe County,275901.0
37023,NC,Burke County,88338.0
37025,NC,Cabarrus County,240016.0
37027,NC,Caldwell County,80574.0
37029,NC,Camden County,11137.0
37031,NC,Carteret County,69615.0
37033,NC,Caswell County,22807.0
37035,NC,Catawba County,164645.0
37037,NC,Chatham County,81624.0
37039,NC,Cherokee County,29959.0
37041,NC,Chowan County,13891.0
37043,NC,Clay County,11864.0
37045,NC,Cleveland County,101378.0
37047,NC,Columbus County,50121.0
37049,NC,Craven County,102391.0
37051,NC,Cumberland County,337890.0
37053,NC,Currituck County,31593.0
37055,NC,Dare County,38110.0
37057,NC,Davidson County,174804.0
37059,NC,Davie County,44599.0
37061,NC,Duplin County,49520.0
37063,NC,Durham County,336892.0
37065,NC,Edgecombe County,48832.0
37067,NC,Forsyth County,392921.0
37069,NC,Franklin County,77001.0
37071,NC,Gaston County,237242.0
37073,NC,Gates County,10343.0
37075,NC,Graham County,8052.0
37077,NC,Granville County,62192.0
37079,NC,Greene County,20530.0
37081,NC,Guilford County,549866.0
37083,NC,Halifax County,47298.0
37085,NC,Harnett County,141477.0
37087,NC,Haywood County,62969.0
37089,NC,Henderson County,119230.0
37091,NC,Hertford County,19453.0
37093,NC,Hoke County,54446.0
37095,NC,Hyde County,4607.0
37097,NC,Iredell County,199710.0
37099,NC,Jackson County,44574.0
37101,NC,Johnston County,241955.0
37103,NC,Jones County,9401.0
37105,NC,Lee County,67059.0
37107,NC,Lenoir County,54895.0
37109,NC,Lincoln County,95675.0
37111,NC,McDowell County,44893.0
37113,NC,Macon County,38412.0
37115,NC,Madison County,22071.0
37117,NC,Martin County,21447.0
37119,NC,Mecklenburg County,1163701.0
37121,NC,Mitchell County,14999.0
37123,NC,Montgomery County,26085.0
37125,NC,Moore County,106898.0
37127,NC,Nash County,96551.0
37129,NC,New Hanover County,238852.0
37131,NC,Northampton County,16715.0
37133,NC,Onslow County,213676.0
37135,NC,Orange County,150626.0
37137,NC,Pamlico County,12423.0
37139,NC,Pasquotank County,41444.0
37141,NC,Pender County,68521.0
37143,NC,Perquimans County,13377.0
37145,NC,Person County,39737.0
37147,NC,Pitt County,175119.0
37149,NC,Polk County,20060.0
37151,NC,Randolph County,147458.0
37153,NC,Richmond County,42324.0
37155,NC,Robeson County,117365.0
37157,NC,Rockingham County,92518.0
37159,NC,Rowan County,151661.0
37161,NC,Rutherford County,65507.0
37163,NC,Sampson County,59601.0
37165,NC,Scotland County,34376.0
37167,NC,Stanly County,65699.0
37169,NC,Stokes County,45532.0
37171,NC,Surry County,71462.0
37173,NC,Swain County,13916.0
37175,NC,Transylvania County,33549.0
37177,NC,Tyrrell County,3461.0
37179,NC,Union County,256452.0
37181,NC,Vance County,42301.0
37183,NC,Wake County,1190275.0
37185,NC,Warren County,18836.0
37187,NC,Washington County,10713.0
37189,NC,Watauga County,54748.0
37191,NC,Wayne County,118686.0
37193,NC,Wilkes County,66013.0
37195,NC,Wilson County,78970.0
37197,NC,Yadkin County,37774.0
37199,NC,Yancey County,18938.0
38000,ND,North Dakota,783926.0
38001,ND,Adams County,2163.0
38003,ND,Barnes County,10726.0
38005,ND,Benson County,5745.0
38007,ND,Billings County,1034.0
38009,ND,Bottineau County,6349.0
38011,ND,Bowman County,2867.0
38013,ND,Burke County,2134.0
38015,ND,Burleigh County,100012.0
38017,ND,Cass County,196362.0
38019,ND,Cavalier County,3596.0
38021,ND,Dickey County,4900.0
38023,ND,Divide County,2135.0
38025,ND,Dunn County,4019.0
38027,ND,Eddy County,2263.0
38029,ND,Emmons County,3224.0
38031,ND,Foster County,3309.0
38033,ND,Golden Valley County,1743.0
38035,ND,Grand Forks County,72708.0
38037,ND,Grant County,2215.0
38039,ND,Griggs County,2248.0
38041,ND,Hettinger County,2415.0
38043,ND,Kidder County,2342.0
38045,ND,LaMoure County,4096.0
38047,ND,Logan County,1869.0
38049,ND,McHenry County,5131.0
38051,ND,McIntosh County,2488.0
38053,ND,McKenzie County,14252.0
38055,ND,McLean County,9832.0
38057,ND,Mercer County,8309.0
38059,ND,Morton County,33895.0
38061,ND,Mountrail County,9383.0
38063,ND,Nelson County,2991.0
38065,ND,Oliver County,1879.0
38067,ND,Pembina County,6661.0
38069,ND,Pierce County,3902.0
38071,ND,Ramsey County,11463.0
38073,ND,Ransom County,5603.0
38075,ND,Renville County,2279.0
38077,ND,Richland County,16558.0
38079,ND,Rolette County,11728.0
38081,ND,Sargent County,3776.0
38083,ND,Sheridan County,1266.0
38085,ND,Sioux County,3643.0
38087,ND,Slope County,674.0
38089,ND,Stark County,33001.0
38091,ND,Steele County,1782.0
38093,ND,Stutsman County,21392.0
38095,ND,Towner County,2030.0
38097,ND,Traill County,7908.0
38099,ND,Walsh County,10305.0
38101,ND,Ward County,68332.0
38103,ND,Wells County,3876.0
38105,ND,Williams County,39113.0
39000,OH,Ohio,11785935.0
39001,OH,Adams County,27521.0
39003,OH,Allen County,100838.0
39005,OH,Ashland County,52190.0
39007,OH,Ashtabula County,96845.0
39009,OH,Athens County,62706.0
39011,OH,Auglaize County,46050.0
39013,OH,Belmont County,64918.0
39015,OH,Brown County,43777.0
39017,OH,Butler County,393043.0
39019,OH,Carroll County,26758.0
39021,OH,Champaign County,38845.0
39023,OH,Clark County,134610.0
39025,OH,Clermont County,211972.0
39027,OH,Clinton County,41938.0
39029,OH,Columbiana County,100182.0
39031,OH,Coshocton County,36869.0
39033,OH,Crawford County,41529.0
39035,OH,Cuyahoga County,1233088.0
39037,OH,Darke County,51415.0
39039,OH,Defiance County,38315.0
39041,OH,Delaware County,231636.0
39043,OH,Erie County,74035.0
39045,OH,Fairfield County,165360.0
39047,OH,Fayette County,28817.0
39049,OH,Franklin County,1326063.0
39051,OH,Fulton County,42007.0
39053,OH,Gallia County,28986.0
39055,OH,Geauga County,95407.0
39057,OH,Greene County,169691.0
39059,OH,Guernsey County,38089.0
39061,OH,Hamilton County,827058.0
39063,OH,Hancock County,74704.0
39065,OH,Hardin County,30368.0
39067,OH,Harrison County,14159.0
39069,OH,Henry County,27520.0
39071,OH,Highland County,43614.0
39073,OH,Hocking County,27540.0
39075,OH,Holmes County,44386.0
39077,OH,Huron County,58199.0
39079,OH,Jackson County,32606.0
39081,OH,Jefferson County,64026.0
39083,OH,Knox County,63320.0
39085,OH,Lake County,231640.0
39087,OH,Lawrence County,56118.0
39089,OH,Licking County,183201.0
39091,OH,Logan County,46057.0
39093,OH,Lorain County,317910.0
39095,OH,Lucas County,425484.0
39097,OH,Madison County,44602.0
39099,OH,Mahoning County,225596.0
39101,OH,Marion County,64851.0
39103,OH,Medina County,184042.0
39105,OH,Meigs County,21767.0
39107,OH,Mercer County,42439.0
39109,OH,Miami County,110876.0
39111,OH,Monroe County,13153.0
39113,OH,Montgomery County,533796.0
39115,OH,Morgan County,13646.0
39117,OH,Morrow County,35595.0
39119,OH,Muskingum County,86305.0
39121,OH,Noble County,14311.0
39123,OH,Ottawa County,39803.0
39125,OH,Paulding County,18706.0
39127,OH,Perry County,35551.0
39129,OH,Pickaway County,61086.0
39131,OH,Pike County,27001.0
39133,OH,Portage County,162665.0
39135,OH,Preble County,40556.0
39137,OH,Putnam County,34199.0
39139,OH,Richland County,125064.0
39141,OH,Ross County,76501.0
39143,OH,Sandusky County,58709.0
39145,OH,Scioto County,71969.0
39147,OH,Seneca County,54527.0
39149,OH,Shelby County,47765.0
39151,OH,Stark County,372716.0
39153,OH,Summit County,535733.0
39155,OH,Trumbull County,200373.0
39157,OH,Tuscarawas County,91874.0
39159,OH,Union County,69637.0
39161,OH,Van Wert County,28704.0
39163,OH,Vinton County,12474.0
39165,OH,Warren County,252148.0
39167,OH,Washington County,58577.0
39169,OH,Wayne County,116510.0
39171,OH,Williams County,36591.0
39173,OH,Wood County,132650.0
39175,OH,Wyandot County,21457.0
40000,OK,Oklahoma,4053824.0
40001,OK,Adair County,19627.0
40003,OK,Alfalfa County,5673.0
40005,OK,Atoka County,14525.0
40007,OK,Beaver County,5018.0
40009,OK,Beckham County,22042.0
40011,OK,Blaine County,8539.0
40013,OK,Bryan County,48967.0
40015,OK,Caddo County,26214.0
40017,OK,Canadian County,175829.0
40019,OK,Carter County,48596.0
40021,OK,Cherokee County,48185.0
40023,OK,Choctaw County,14276.0
40025,OK,Cimarron County,2191.0
40027,OK,Cleveland County,301193.0
40029,OK,Coal County,5266.0
40031,OK,Comanche County,121574.0
40033,OK,Cotton County,5427.0
40035,OK,Craig County,14494.0
40037,OK,Creek County,73332.0
40039,OK,Custer County,28266.0
40041,OK,Delaware County,41703.0
40043,OK,Dewey County,4286.0
40045,OK,Ellis County,3648.0
40047,OK,Garfield County,62023.0
40049,OK,Garvin County,25865.0
40051,OK,Grady County,57375.0
40053,OK,Grant County,4083.0
40055,OK,Greer County,5466.0
40057,OK,Harmon County,2392.0
40059,OK,Harper County,3190.0
40061,OK,Haskell County,11832.0
40063,OK,Hughes County,13436.0
40065,OK,Jackson County,24669.0
40067,OK,Jefferson County,5347.0
40069,OK,Johnston County,10216.0
40071,OK,Kay County,43641.0
40073,OK,Kingfisher County,15481.0
40075,OK,Kiowa County,8398.0
40077,OK,Latimer County,9526.0
40079,OK,Le Flore County,49596.0
40081,OK,Lincoln County,34562.0
40083,OK,Logan County,53029.0
40085,OK,Love County,10296.0
40087,OK,McClain County,47072.0
40089,OK,McCurtain County,30660.0
40091,OK,McIntosh County,19603.0
40093,OK,Major County,7581.0
40095,OK,Marshall County,15970.0
40097,OK,Mayes County,39889.0
40099,OK,Murray County,13754.0
40101,OK,Muskogee County,66677.0
40103,OK,Noble County,10832.0
40105,OK,Nowata County,9438.0
40107,OK,Okfuskee County,11300.0
40109,OK,Oklahoma County,808866.0
40111,OK,Okmulgee County,37035.0
40113,OK,Osage County,46130.0
40115,OK,Ottawa County,30287.0
40117,OK,Pawnee County,15864.0
40119,OK,Payne County,83352.0
40121,OK,Pittsburg County,43479.0
40123,OK,Pontotoc County,38396.0
40125,OK,Pottawatomie County,73791.0
40127,OK,Pushmataha County,10800.0
40129,OK,Roger Mills County,3295.0
40131,OK,Rogers County,100248.0
40133,OK,Seminole County,23565.0
40135,OK,Sequoyah County,40291.0
40137,OK,Stephens County,44014.0
40139,OK,Texas County,20371.0
40141,OK,Tillman County,6869.0
40143,OK,Tulsa County,682868.0
40145,OK,Wagoner County,89280.0
40147,OK,Washington County,53706.0
40149,OK,Washita County,10736.0
40151,OK,Woods County,8564.0
40153,OK,Woodward County,19947.0
41000,OR,Oregon,4233358.0
41001,OR,Baker County,16912.0
41003,OR,Benton County,97713.0
41005,OR,Clackamas County,423173.0
41007,OR,Clatsop County,41102.0
41009,OR,Columbia County,53880.0
41011,OR,Coos County,64212.0
41013,OR,Crook County,26952.0
41015,OR,Curry County,23296.0
41017,OR,Deschutes County,208513.0
41019,OR,Douglas County,112435.0
41021,OR,Gilliam County,2026.0
41023,OR,Grant County,7215.0
41025,OR,Harney County,7440.0
41027,OR,Hood River County,23745.0
41029,OR,Jackson County,220768.0
41031,OR,Jefferson County,25454.0
41033,OR,Josephine County,87821.0
41035,OR,Klamath County,70003.0
41037,OR,Lake County,8293.0
41039,OR,Lane County,381181.0
41041,OR,Lincoln County,50821.0
41043,OR,Linn County,131496.0
41045,OR,Malheur County,32044.0
41047,OR,Marion County,346741.0
41049,OR,Morrow County,12302.0
41051,OR,Multnomah County,789698.0
41053,OR,Polk County,89805.0
41055,OR,Sherman County,1951.0
41057,OR,Tillamook County,27417.0
41059,OR,Umatilla County,80053.0
41061,OR,Union County,25944.0
41063,OR,Wallowa County,7674.0
41065,OR,Wasco County,26333.0
41067,OR,Washington County,598865.0
41069,OR,Wheeler County,1436.0
41071,OR,Yamhill County,108644.0
42000,PA,Pennsylvania,12961683.0
42001,PA,Adams County,106748.0
42003,PA,Allegheny County,1224825.0
42005,PA,Armstrong County,64074.0
42007,PA,Beaver County,165631.0
42009,PA,Bedford County,47350.0
42011,PA,Berks County,432821.0
42013,PA,Blair County,120273.0
42015,PA,Bradford County,59695.0
42017,PA,Bucks County,645984.0
42019,PA,Butler County,198413.0
42021,PA,Cambria County,130668.0
42023,PA,Cameron County,4380.0
42025,PA,Carbon County,65458.0
42027,PA,Centre County,157795.0
42029,PA,Chester County,549784.0
42031,PA,Clarion County,36970.0
42033,PA,Clearfield County,77090.0
42035,PA,Clinton County,37607.0
42037,PA,Columbia County,65439.0
42039,PA,Crawford County,82001.0
42041,PA,Cumberland County,270738.0
42043,PA,Dauphin County,289234.0
42045,PA,Delaware County,576720.0
42047,PA,Elk County,30198.0
42049,PA,Erie County,267571.0
42051,PA,Fayette County,123915.0
42053,PA,Forest County,6449.0
42055,PA,Franklin County,157854.0
42057,PA,Fulton County,14468.0
42059,PA,Greene County,34357.0
42061,PA,Huntingdon County,43514.0
42063,PA,Indiana County,83094.0
42065,PA,Jefferson County,43612.0
42067,PA,Juniata County,23243.0
42069,PA,Lackawanna County,216123.0
42071,PA,Lancaster County,558589.0
42073,PA,Lawrence County,84472.0
42075,PA,Lebanon County,144252.0
42077,PA,Lehigh County,377754.0
42079,PA,Luzerne County,327388.0
42081,PA,Lycoming County,112724.0
42083,PA,McKean County,39519.0
42085,PA,Mercer County,108503.0
42087,PA,Mifflin County,45922.0
42089,PA,Monroe County,166053.0
42091,PA,Montgomery County,868742.0
42093,PA,Montour County,17860.0
42095,PA,Northampton County,319091.0
42097,PA,Northumberland County,90120.0
42099,PA,Perry County,46083.0
42101,PA,Philadelphia County,1550542.0
42103,PA,Pike County,61247.0
42105,PA,Potter County,15999.0
42107,PA,Schuylkill County,143786.0
42109,PA,Snyder County,39717.0
42111,PA,Somerset County,72197.0
42113,PA,Sullivan County,5834.0
42115,PA,Susquehanna County,38109.0
42117,PA,Tioga County,40840.0
42119,PA,Union County,42042.0
42121,PA,Venango County,49431.0
42123,PA,Warren County,37572.0
42125,PA,Washington County,210232.0
42127,PA,Wayne County,51262.0
42129,PA,Westmoreland County,351163.0
42131,PA,Wyoming County,25902.0
42133,PA,York County,464640.0
44000,RI,Rhode Island,1095962.0
44001,RI,Bristol County,50255.0
44003,RI,Kent County,171278.0
44005,RI,Newport County,83832.0
44007,RI,Providence County,660615.0
44009,RI,Washington County,129982.0
45000,SC,South Carolina,5373555.0
45001,SC,Abbeville County,24434.0
45003,SC,Aiken County,177130.0
45005,SC,Allendale County,7369.0
45007,SC,Anderson County,213076.0
45009,SC,Bamberg County,12974.0
45011,SC,Barnwell County,20447.0
45013,SC,Beaufort County,198979.0
45015,SC,Berkeley County,255217.0
45017,SC,Calhoun County,14186.0
45019,SC,Charleston County,424367.0
45021,SC,Cherokee County,56714.0
45023,SC,Chester County,32226.0
45025,SC,Chesterfield County,44031.0
45027,SC,Clarendon County,31004.0
45029,SC,Colleton County,38874.0
45031,SC,Darlington County,62416.0
45033,SC,Dillon County,27698.0
45035,SC,Dorchester County,169833.0
45037,SC,Edgefield County,27607.0
45039,SC,Fairfield County,20422.0
45041,SC,Florence County,137214.0
45043,SC,Georgetown County,65731.0
45045,SC,Greenville County,558036.0
45047,SC,Greenwood County,69460.0
45049,SC,Hampton County,18122.0
45051,SC,Horry County,397478.0
45053,SC,Jasper County,33544.0
45055,SC,Kershaw County,69905.0
45057,SC,Lancaster County,108215.0
45059,SC,Laurens County,68873.0
45061,SC,Lee County,15967.0
45063,SC,Lexington County,309528.0
45065,SC,McCormick County,9941.0
45067,SC,Marion County,28508.0
45069,SC,Marlboro County,25704.0
45071,SC,Newberry County,38825.0
45073,SC,Oconee County,81221.0
45075,SC,Orangeburg County,82820.0
45077,SC,Pickens County,135495.0
45079,SC,Richland County,425138.0
45081,SC,Saluda County,19123.0
45083,SC,Spartanburg County,356698.0
45085,SC,Sumter County,104165.0
45087,SC,Union County,26629.0
45089,SC,Williamsburg County,29891.0
45091,SC,York County,298320.0
46000,SD,South Dakota,919318.0
46003,SD,Aurora County,2782.0
46005,SD,Beadle County,19591.0
46007,SD,Bennett County,3305.0
46009,SD,Bon Homme County,7065.0
46011,SD,Brookings County,35980.0
46013,SD,Brown County,37733.0
46015,SD,Brule County,5311.0
46017,SD,Buffalo County,1884.0
46019,SD,Butte County,10863.0
46021,SD,Campbell County,1340.0
46023,SD,Charles Mix County,9240.0
46025,SD,Clark County,3948.0
46027,SD,Clay County,15431.0
46029,SD,Codington County,28971.0
46031,SD,Corson County,3782.0
46033,SD,Custer County,9117.0
46035,SD,Davison County,19922.0
46037,SD,Day County,5451.0
46039,SD,Deuel County,4354.0
46041,SD,Dewey County,5208.0
46043,SD,Douglas County,2838.0
