FIPS,State,County,Population_2023
18177,IN,Wayne County,66127.0
18179,IN,Wells County,28555.0
18181,IN,White County,24917.0
18183,IN,Whitley County,34742.0
19000,IA,Iowa,3207004.0
19001,IA,Adair County,7389.0
19003,IA,Adams County,3544.0
19005,IA,Allamakee County,14074.0
19007,IA,Appanoose County,12119.0
19009,IA,Audubon County,5534.0
19011,IA,Benton County,25796.0
19013,IA,Black Hawk County,130471.0
19015,IA,Boone County,26590.0
19017,IA,Bremer County,25307.0
19019,IA,Buchanan County,20691.0
19021,IA,Buena Vista County,20567.0
19023,IA,Butler County,14172.0
19025,IA,Calhoun County,9763.0
19027,IA,Carroll County,20522.0
19029,IA,Cass County,13130.0
19031,IA,Cedar County,18302.0
19033,IA,Cerro Gordo County,42406.0
19035,IA,Cherokee County,11605.0
19037,IA,Chickasaw County,11658.0
19039,IA,Clarke County,9588.0
19041,IA,Clay County,16511.0
19043,IA,Clayton County,16969.0
19045,IA,Clinton County,46158.0
19047,IA,Crawford County,16013.0
19049,IA,Dallas County,111092.0
19051,IA,Davis County,9169.0
19053,IA,Decatur County,7665.0
19055,IA,Delaware County,17600.0
19057,IA,Des Moines County,38253.0
19059,IA,Dickinson County,18056.0
19061,IA,Dubuque County,98887.0
19063,IA,Emmet County,9229.0
19065,IA,Fayette County,19210.0
19067,IA,Floyd County,15326.0
19069,IA,Franklin County,9875.0
19071,IA,Fremont County,6458.0
19073,IA,Greene County,8584.0
19075,IA,Grundy County,12384.0
19077,IA,Guthrie County,10722.0
19079,IA,Hamilton County,14729.0
19081,IA,Hancock County,10615.0
19083,IA,Hardin County,16463.0
19085,IA,Harrison County,14670.0
19087,IA,Henry County,19547.0
19089,IA,Howard County,9376.0
19091,IA,Humboldt County,9500.0
19093,IA,Ida County,6833.0
19095,IA,Iowa County,16381.0
19097,IA,Jackson County,19342.0
19099,IA,Jasper County,37919.0
19101,IA,Jefferson County,15440.0
19103,IA,Johnson County,157528.0
19105,IA,Jones County,20900.0
19107,IA,Keokuk County,9914.0
19109,IA,Kossuth County,14396.0
19111,IA,Lee County,32565.0
19113,IA,Linn County,228972.0
19115,IA,Louisa County,10513.0
19117,IA,Lucas County,8747.0
19119,IA,Lyon County,12324.0
19121,IA,Madison County,16971.0
19123,IA,Mahaska County,21874.0
19125,IA,Marion County,33770.0
19127,IA,Marshall County,40014.0
19129,IA,Mills County,14633.0
19131,IA,Mitchell County,10518.0
19133,IA,Monona County,8493.0
19135,IA,Monroe County,7504.0
19137,IA,Montgomery County,10139.0
19139,IA,Muscatine County,42218.0
19141,IA,O'Brien County,14012.0
19143,IA,Osceola County,5978.0
19145,IA,Page County,15014.0
19147,IA,Palo Alto County,8810.0
19149,IA,Plymouth County,25722.0
19151,IA,Pocahontas County,6976.0
19153,IA,Polk County,505255.0
19155,IA,Pottawattamie County,93179.0
19157,IA,Poweshiek County,18453.0
19159,IA,Ringgold County,4642.0
19161,IA,Sac County,9686.0
19163,IA,Scott County,174270.0
19165,IA,Shelby County,11806.0
19167,IA,Sioux County,36246.0
19169,IA,Story County,98566.0
19171,IA,Tama County,16833.0
19173,IA,Taylor County,5924.0
19175,IA,Union County,11906.0
19177,IA,Van Buren County,7266.0
19179,IA,Wapello County,35166.0
19181,IA,Warren County,55205.0
19183,IA,Washington County,22560.0
19185,IA,Wayne County,6557.0
19187,IA,Webster County,36485.0
19189,IA,Winnebago County,10571.0
19191,IA,Winneshiek County,19815.0
19193,IA,Woodbury County,105951.0
19195,IA,Worth County,7297.0
19197,IA,Wright County,12656.0
20000,KS,Kansas,2940546.0
20001,KS,Allen County,12412.0
20003,KS,Anderson County,7838.0
20005,KS,Atchison County,16016.0
20007,KS,Barber County,4071.0
20009,KS,Barton County,24899.0
20011,KS,Bourbon County,14408.0
20013,KS,Brown County,9250.0
20015,KS,Butler County,68632.0
20017,KS,Chase County,2579.0
20019,KS,Chautauqua County,3347.0
20021,KS,Cherokee County,19054.0
20023,KS,Cheyenne County,2636.0
20025,KS,Clark County,1847.0
20027,KS,Clay County,8007.0
20029,KS,Cloud County,8854.0
20031,KS,Coffey County,8251.0
20033,KS,Comanche County,1655.0
20035,KS,Cowley County,34157.0
20037,KS,Crawford County,38764.0
20039,KS,Decatur County,2712.0
20041,KS,Dickinson County,18445.0
20043,KS,Doniphan County,7493.0
20045,KS,Douglas County,120553.0
20047,KS,Edwards County,2733.0
20049,KS,Elk County,2467.0
20051,KS,Ellis County,28810.0
20053,KS,Ellsworth County,6357.0
20055,KS,Finney County,37466.0
20057,KS,Ford County,33980.0
20059,KS,Franklin County,26125.0
20061,KS,Geary County,35047.0
20063,KS,Gove County,2735.0
20065,KS,Graham County,2376.0
20067,KS,Grant County,7147.0
20069,KS,Gray County,5743.0
20071,KS,Greeley County,1181.0
20073,KS,Greenwood County,5870.0
20075,KS,Hamilton County,2437.0
20077,KS,Harper County,5435.0
20079,KS,Harvey County,33504.0
20081,KS,Haskell County,3630.0
20083,KS,Hodgeman County,1655.0
20085,KS,Jackson County,13368.0
20087,KS,Jefferson County,18327.0
20089,KS,Jewell County,2847.0
20091,KS,Johnson County,622237.0
20093,KS,Kearny County,3823.0
20095,KS,Kingman County,7066.0
20097,KS,Kiowa County,2374.0
20099,KS,Labette County,19728.0
20101,KS,Lane County,1529.0
20103,KS,Leavenworth County,83518.0
20105,KS,Lincoln County,2920.0
20107,KS,Linn County,9860.0
20109,KS,Logan County,2665.0
20111,KS,Lyon County,32172.0
20113,KS,McPherson County,30091.0
20115,KS,Marion County,11690.0
20117,KS,Marshall County,9933.0
20119,KS,Meade County,3911.0
20121,KS,Miami County,35320.0
20123,KS,Mitchell County,5719.0
20125,KS,Montgomery County,30568.0
20127,KS,Morris County,5334.0
20129,KS,Morton County,2580.0
20131,KS,Nemaha County,10114.0
20133,KS,Neosho County,15420.0
20135,KS,Ness County,2618.0
20137,KS,Norton County,5330.0
20139,KS,Osage County,15824.0
20141,KS,Osborne County,3427.0
20143,KS,Ottawa County,5818.0
20145,KS,Pawnee County,6126.0
20147,KS,Phillips County,4761.0
20149,KS,Pottawatomie County,26382.0
20151,KS,Pratt County,9082.0
20153,KS,Rawlins County,2463.0
20155,KS,Reno County,61497.0
20157,KS,Republic County,4627.0
20159,KS,Rice County,9260.0
20161,KS,Riley County,71402.0
20163,KS,Rooks County,4778.0
20165,KS,Rush County,2830.0
20167,KS,Russell County,6723.0
20169,KS,Saline County,53098.0
20171,KS,Scott County,4922.0
20173,KS,Sedgwick County,528469.0
20175,KS,Seward County,21067.0
20177,KS,Shawnee County,177746.0
20179,KS,Sheridan County,2423.0
20181,KS,Sherman County,5844.0
20183,KS,Smith County,3590.0
20185,KS,Stafford County,3909.0
20187,KS,Stanton County,1901.0
20189,KS,Stevens County,5077.0
20191,KS,Sumner County,22334.0
20193,KS,Thomas County,7865.0
20195,KS,Trego County,2731.0
20197,KS,Wabaunsee County,7057.0
20199,KS,Wallace County,1509.0
20201,KS,Washington County,5504.0
20203,KS,Wichita County,2082.0
20205,KS,Wilson County,8382.0
20207,KS,Woodson County,3115.0
20209,KS,Wyandotte County,165281.0
21000,KY,Kentucky,4526154.0
21001,KY,Adair County,19264.0
21003,KY,Allen County,21788.0
21005,KY,Anderson County,24613.0
21007,KY,Ballard County,7582.0
21009,KY,Barren County,45008.0
21011,KY,Bath County,12975.0
21013,KY,Bell County,23317.0
21015,KY,Boone County,140496.0
21017,KY,Bourbon County,20134.0
21019,KY,Boyd County,47826.0
21021,KY,Boyle County,30988.0
21023,KY,Bracken County,8426.0
21025,KY,Breathitt County,12953.0
21027,KY,Breckinridge County,21124.0
21029,KY,Bullitt County,84863.0
21031,KY,Butler County,12375.0
21033,KY,Caldwell County,12551.0
21035,KY,Calloway County,38280.0
21037,KY,Campbell County,93702.0
21039,KY,Carlisle County,4704.0
21041,KY,Carroll County,10987.0
21043,KY,Carter County,26366.0
21045,KY,Casey County,15918.0
21047,KY,Christian County,72032.0
21049,KY,Clark County,37304.0
21051,KY,Clay County,19648.0
21053,KY,Clinton County,9148.0
21055,KY,Crittenden County,8974.0
21057,KY,Cumberland County,6000.0
21059,KY,Daviess County,103458.0
21061,KY,Edmonson County,12448.0
21063,KY,Elliott County,7245.0
21065,KY,Estill County,13936.0
21067,KY,Fayette County,320154.0
21069,KY,Fleming County,15442.0
21071,KY,Floyd County,34423.0
21073,KY,Franklin County,51644.0
21075,KY,Fulton County,6338.0
21077,KY,Gallatin County,8792.0
21079,KY,Garrard County,17829.0
21081,KY,Grant County,25619.0
21083,KY,Graves County,36461.0
21085,KY,Grayson County,26825.0
21087,KY,Green County,11468.0
21089,KY,Greenup County,35221.0
21091,KY,Hancock County,8920.0
21093,KY,Hardin County,112273.0
21095,KY,Harlan County,25324.0
21097,KY,Harrison County,19415.0
21099,KY,Hart County,19724.0
21101,KY,Henderson County,44119.0
21103,KY,Henry County,15973.0
21105,KY,Hickman County,4447.0
21107,KY,Hopkins County,44929.0
21109,KY,Jackson County,13104.0
21111,KY,Jefferson County,772144.0
21113,KY,Jessamine County,55017.0
21115,KY,Johnson County,22116.0
21117,KY,Kenton County,171321.0
21119,KY,Knott County,13659.0
21121,KY,Knox County,29794.0
21123,KY,Larue County,15303.0
21125,KY,Laurel County,63296.0
21127,KY,Lawrence County,16000.0
21129,KY,Lee County,7293.0
21131,KY,Leslie County,9864.0
21133,KY,Letcher County,20423.0
21135,KY,Lewis County,12973.0
21137,KY,Lincoln County,24776.0
21139,KY,Livingston County,8892.0
21141,KY,Logan County,28283.0
21143,KY,Lyon County,9187.0
21145,KY,McCracken County,67428.0
21147,KY,McCreary County,17050.0
21149,KY,McLean County,9054.0
21151,KY,Madison County,96735.0
21153,KY,Magoffin County,11228.0
21155,KY,Marion County,19834.0
21157,KY,Marshall County,31744.0
21159,KY,Martin County,10928.0
21161,KY,Mason County,16841.0
21163,KY,Meade County,30131.0
21165,KY,Menifee County,6286.0
21167,KY,Mercer County,23097.0
21169,KY,Metcalfe County,10482.0
21171,KY,Monroe County,11306.0
21173,KY,Montgomery County,28527.0
21175,KY,Morgan County,14283.0
21177,KY,Muhlenberg County,30568.0
21179,KY,Nelson County,47730.0
21181,KY,Nicholas County,7686.0
21183,KY,Ohio County,23626.0
21185,KY,Oldham County,70183.0
21187,KY,Owen County,11313.0
21189,KY,Owsley County,4001.0
21191,KY,Pendleton County,14810.0
21193,KY,Perry County,27133.0
21195,KY,Pike County,55973.0
21197,KY,Powell County,12972.0
21199,KY,Pulaski County,66191.0
21201,KY,Robertson County,2313.0
21203,KY,Rockcastle County,16190.0
21205,KY,Rowan County,24409.0
21207,KY,Russell County,18279.0
21209,KY,Scott County,60168.0
21211,KY,Shelby County,49515.0
21213,KY,Simpson County,20195.0
21215,KY,Spencer County,20531.0
21217,KY,Taylor County,26443.0
21219,KY,Todd County,12494.0
21221,KY,Trigg County,14369.0
21223,KY,Trimble County,8607.0
21225,KY,Union County,13106.0
21227,KY,Warren County,142229.0
21229,KY,Washington County,12267.0
21231,KY,Wayne County,19580.0
21233,KY,Webster County,12726.0
21235,KY,Whitley County,36825.0
21237,KY,Wolfe County,6282.0
21239,KY,Woodford County,27268.0
22000,LA,Louisiana,4573749.0
22001,LA,Acadia Parish,56489.0
22003,LA,Allen Parish,22112.0
22005,LA,Ascension Parish,131632.0
22007,LA,Assumption Parish,20160.0
22009,LA,Avoyelles Parish,38408.0
22011,LA,Beauregard Parish,36827.0
22013,LA,Bienville Parish,12366.0
22015,LA,Bossier Parish,129795.0
22017,LA,Caddo Parish,226386.0
22019,LA,Calcasieu Parish,203761.0
22021,LA,Caldwell Parish,9389.0
22023,LA,Cameron Parish,4768.0
22025,LA,Catahoula Parish,8414.0
22027,LA,Claiborne Parish,13670.0
22029,LA,Concordia Parish,17688.0
22031,LA,De Soto Parish,27114.0
22033,LA,East Baton Rouge Parish,448467.0
22035,LA,East Carroll Parish,6829.0
22037,LA,East Feliciana Parish,19229.0
22039,LA,Evangeline Parish,31754.0
22041,LA,Franklin Parish,19285.0
22043,LA,Grant Parish,21911.0
22045,LA,Iberia Parish,67659.0
22047,LA,Iberville Parish,29617.0
22049,LA,Jackson Parish,14746.0
22051,LA,Jefferson Parish,421777.0
22053,LA,Jefferson Davis Parish,31553.0
22055,LA,Lafayette Parish,249750.0
22057,LA,Lafourche Parish,95056.0
22059,LA,LaSalle Parish,14800.0
22061,LA,Lincoln Parish,47962.0
22063,LA,Livingston Parish,150145.0
22065,LA,Madison Parish,9246.0
22067,LA,Morehouse Parish,23955.0
22069,LA,Natchitoches Parish,36291.0
22071,LA,Orleans Parish,364136.0
22073,LA,Ouachita Parish,157568.0
22075,LA,Plaquemines Parish,22386.0
22077,LA,Pointe Coupee Parish,20000.0
22079,LA,Rapides Parish,126260.0
22081,LA,Red River Parish,7356.0
22083,LA,Richland Parish,19712.0
22085,LA,Sabine Parish,21906.0
22087,LA,St. Bernard Parish,44463.0
22089,LA,St. Charles Parish,50620.0
22091,LA,St. Helena Parish,10774.0
22093,LA,St. James Parish,19191.0
22095,LA,St. John the Baptist Parish,39592.0
22097,LA,St. Landry Parish,81464.0
22099,LA,St. Martin Parish,51057.0
22101,LA,St. Mary Parish,47055.0
22103,LA,St. Tammany Parish,275583.0
22105,LA,Tangipahoa Parish,138064.0
22107,LA,Tensas Parish,3764.0
22109,LA,Terrebonne Parish,103616.0
22111,LA,Union Parish,20650.0
22113,LA,Vermilion Parish,56992.0
22115,LA,Vernon Parish,46250.0
22117,LA,Washington Parish,44865.0
22119,LA,Webster Parish,35238.0
22121,LA,West Baton Rouge Parish,28266.0
22123,LA,West Carroll Parish,9323.0
22125,LA,West Feliciana Parish,15371.0
22127,LA,Winn Parish,13216.0
23000,ME,Maine,1395722.0
23001,ME,Androscoggin County,113765.0
23003,ME,Aroostook County,67351.0
23005,ME,Cumberland County,310230.0
23007,ME,Franklin County,30828.0
23009,ME,Hancock County,56526.0
23011,ME,Kennebec County,127259.0
23013,ME,Knox County,40977.0
23015,ME,Lincoln County,36507.0
23017,ME,Oxford County,59905.0
23019,ME,Penobscot County,155312.0
23021,ME,Piscataquis County,17486.0
23023,ME,Sagadahoc County,37513.0
23025,ME,Somerset County,51302.0
23027,ME,Waldo County,40620.0
23029,ME,Washington County,31555.0
23031,ME,York County,218586.0
24000,MD,Maryland,6180253.0
24001,MD,Allegany County,67273.0
24003,MD,Anne Arundel County,594582.0
24005,MD,Baltimore County,844703.0
24009,MD,Calvert County,94728.0
24011,MD,Caroline County,33593.0
24013,MD,Carroll County,176639.0
24015,MD,Cecil County,105672.0
24017,MD,Charles County,171973.0
24019,MD,Dorchester County,32879.0
24021,MD,Frederick County,293391.0
24023,MD,Garrett County,28423.0
24025,MD,Harford County,264644.0
24027,MD,Howard County,336001.0
24029,MD,Kent County,19303.0
24031,MD,Montgomery County,1058474.0
24033,MD,Prince George's County,947430.0
24035,MD,Queen Anne's County,52508.0
24037,MD,St. Mary's County,115281.0
24039,MD,Somerset County,24910.0
24041,MD,Talbot County,37823.0
24043,MD,Washington County,155813.0
24045,MD,Wicomico County,104800.0
24047,MD,Worcester County,54171.0
24510,MD,Baltimore city,565239.0
25000,MA,Massachusetts,7001399.0
25001,MA,Barnstable County,231735.0
25003,MA,Berkshire County,126818.0
25005,MA,Bristol County,581841.0
25007,MA,Dukes County,20819.0
25009,MA,Essex County,810089.0
25011,MA,Franklin County,70836.0
25013,MA,Hampden County,460291.0
25015,MA,Hampshire County,162502.0
25017,MA,Middlesex County,1623952.0
25019,MA,Nantucket County,14444.0
25021,MA,Norfolk County,727473.0
25023,MA,Plymouth County,535308.0
25025,MA,Suffolk County,768425.0
25027,MA,Worcester County,866866.0
26000,MI,Michigan,10037261.0
26001,MI,Alcona County,10489.0
26003,MI,Alger County,8757.0
26005,MI,Allegan County,121939.0
26007,MI,Alpena County,28904.0
26009,MI,Antrim County,24409.0
26011,MI,Arenac County,15145.0
26013,MI,Baraga County,8310.0
26015,MI,Barry County,63808.0
26017,MI,Bay County,102500.0
26019,MI,Benzie County,18441.0
26021,MI,Berrien County,152261.0
26023,MI,Branch County,45215.0
26025,MI,Calhoun County,133366.0
26027,MI,Cass County,51642.0
26029,MI,Charlevoix County,26159.0
26031,MI,Cheboygan County,26048.0
26033,MI,Chippewa County,36264.0
26035,MI,Clare County,31316.0
26037,MI,Clinton County,79720.0
26039,MI,Crawford County,13538.0
26041,MI,Delta County,36790.0
26043,MI,Dickinson County,25982.0
26045,MI,Eaton County,108820.0
26047,MI,Emmet County,34123.0
26049,MI,Genesee County,401522.0
26051,MI,Gladwin County,25853.0
26053,MI,Gogebic County,14224.0
26055,MI,Grand Traverse County,96421.0
26057,MI,Gratiot County,41368.0
26059,MI,Hillsdale County,45587.0
26061,MI,Houghton County,37599.0
26063,MI,Huron County,30927.0
26065,MI,Ingham County,284637.0
26067,MI,Ionia County,66262.0
26069,MI,Iosco County,25373.0
26071,MI,Iron County,11740.0
26073,MI,Isabella County,64118.0
26075,MI,Jackson County,159424.0
26077,MI,Kalamazoo County,262215.0
26079,MI,Kalkaska County,18490.0
26081,MI,Kent County,661354.0
26083,MI,Keweenaw County,2172.0
26085,MI,Lake County,12734.0
26087,MI,Lapeer County,88977.0
26089,MI,Leelanau County,23019.0
26091,MI,Lenawee County,97520.0
26093,MI,Livingston County,196757.0
26095,MI,Luce County,6435.0
26097,MI,Mackinac County,10851.0
26099,MI,Macomb County,875101.0
26101,MI,Manistee County,25562.0
26103,MI,Marquette County,66999.0
26105,MI,Mason County,29159.0
26107,MI,Mecosta County,41099.0
26109,MI,Menominee County,22945.0
26111,MI,Midland County,84039.0
26113,MI,Missaukee County,15311.0
26115,MI,Monroe County,155045.0
26117,MI,Montcalm County,68154.0
26119,MI,Montmorency County,9678.0
26121,MI,Muskegon County,176564.0
26123,MI,Newaygo County,51108.0
26125,MI,Oakland County,1270426.0
26127,MI,Oceana County,26981.0
26129,MI,Ogemaw County,20990.0
26131,MI,Ontonagon County,5906.0
26133,MI,Osceola County,23330.0
26135,MI,Oscoda County,8545.0
26137,MI,Otsego County,25747.0
26139,MI,Ottawa County,303372.0
26141,MI,Presque Isle County,13285.0
26143,MI,Roscommon County,23863.0
26145,MI,Saginaw County,187782.0
26147,MI,St. Clair County,159874.0
26149,MI,St. Joseph County,60878.0
26151,MI,Sanilac County,40368.0
26153,MI,Schoolcraft County,8149.0
26155,MI,Shiawassee County,68025.0
26157,MI,Tuscola County,52826.0
26159,MI,Van Buren County,75798.0
26161,MI,Washtenaw County,365536.0
26163,MI,Wayne County,1751169.0
26165,MI,Wexford County,34122.0
27000,MN,Minnesota,5737915.0
27001,MN,Aitkin County,16102.0
27003,MN,Anoka County,372441.0
27005,MN,Becker County,35283.0
27007,MN,Beltrami County,46718.0
27009,MN,Benton County,41600.0
27011,MN,Big Stone County,5105.0
27013,MN,Blue Earth County,70006.0
27015,MN,Brown County,25628.0
27017,MN,Carlton County,36825.0
27019,MN,Carver County,111057.0
27021,MN,Cass County,31446.0
27023,MN,Chippewa County,12172.0
27025,MN,Chisago County,58535.0
27027,MN,Clay County,66258.0
27029,MN,Clearwater County,8644.0
27031,MN,Cook County,5639.0
27033,MN,Cottonwood County,11319.0
27035,MN,Crow Wing County,68304.0
27037,MN,Dakota County,447440.0
27039,MN,Dodge County,21088.0
27041,MN,Douglas County,39953.0
27043,MN,Faribault County,13873.0
27045,MN,Fillmore County,21522.0
27047,MN,Freeborn County,30515.0
27049,MN,Goodhue County,48035.0
27051,MN,Grant County,6139.0
27053,MN,Hennepin County,1258713.0
27055,MN,Houston County,18582.0
27057,MN,Hubbard County,22132.0
27059,MN,Isanti County,43182.0
27061,MN,Itasca County,45365.0
27063,MN,Jackson County,9919.0
27065,MN,Kanabec County,16602.0
27067,MN,Kandiyohi County,43813.0
27069,MN,Kittson County,4060.0
27071,MN,Koochiching County,11751.0
27073,MN,Lac qui Parle County,6630.0
27075,MN,Lake County,10855.0
27077,MN,Lake of the Woods County,3778.0
27079,MN,Le Sueur County,29255.0
27081,MN,Lincoln County,5521.0
27083,MN,Lyon County,25427.0
27085,MN,McLeod County,36785.0
27087,MN,Mahnomen County,5280.0
27089,MN,Marshall County,8810.0
27091,MN,Martin County,19657.0
27093,MN,Meeker County,23490.0
27095,MN,Mille Lacs County,27427.0
27097,MN,Morrison County,34250.0
27099,MN,Mower County,40058.0
27101,MN,Murray County,8049.0
27103,MN,Nicollet County,34242.0
27105,MN,Nobles County,21727.0
27107,MN,Norman County,6329.0
27109,MN,Olmsted County,164784.0
27111,MN,Otter Tail County,60626.0
27113,MN,Pennington County,13714.0
27115,MN,Pine County,30197.0
27117,MN,Pipestone County,9245.0
27119,MN,Polk County,30412.0
27121,MN,Pope County,11400.0
27123,MN,Ramsey County,536075.0
27125,MN,Red Lake County,3911.0
27127,MN,Redwood County,15288.0
27129,MN,Renville County,14348.0
27131,MN,Rice County,67948.0
27133,MN,Rock County,9551.0
27135,MN,Roseau County,15252.0
27137,MN,St. Louis County,200514.0
27139,MN,Scott County,155814.0
27141,MN,Sherburne County,102206.0
27143,MN,Sibley County,15084.0
27145,MN,Stearns County,160977.0
27147,MN,Steele County,37421.0
27149,MN,Stevens County,9728.0
27151,MN,Swift County,9719.0
27153,MN,Todd County,25667.0
27155,MN,Traverse County,3136.0
27157,MN,Wabasha County,21683.0
27159,MN,Wadena County,14241.0
27161,MN,Waseca County,18981.0
27163,MN,Washington County,278936.0
27165,MN,Watonwan County,11077.0
27167,MN,Wilkin County,6306.0
27169,MN,Winona County,49721.0
27171,MN,Wright County,151150.0
27173,MN,Yellow Medicine County,9467.0
28000,MS,Mississippi,2939690.0
28001,MS,Adams County,28746.0
28003,MS,Alcorn County,34135.0
28005,MS,Amite County,12442.0
28007,MS,Attala County,17359.0
28009,MS,Benton County,7438.0
28011,MS,Bolivar County,28968.0
28013,MS,Calhoun County,12685.0
28015,MS,Carroll County,9535.0
28017,MS,Chickasaw County,16866.0
28019,MS,Choctaw County,8088.0
28021,MS,Claiborne County,8617.0
28023,MS,Clarke County,15228.0
28025,MS,Clay County,18206.0
28027,MS,Coahoma County,20077.0
28029,MS,Copiah County,27664.0
28031,MS,Covington County,18059.0
28033,MS,DeSoto County,193247.0
28035,MS,Forrest County,78208.0
28037,MS,Franklin County,7610.0
28039,MS,George County,25619.0
28041,MS,Greene County,13601.0
28043,MS,Grenada County,21065.0
28045,MS,Hancock County,46159.0
28047,MS,Harrison County,210612.0
28049,MS,Hinds County,214870.0
28051,MS,Holmes County,15777.0
28053,MS,Humphreys County,7216.0
28055,MS,Issaquena County,1256.0
28057,MS,Itawamba County,24093.0
28059,MS,Jackson County,146389.0
28061,MS,Jasper County,16013.0
28063,MS,Jefferson County,6941.0
28065,MS,Jefferson Davis County,10969.0
28067,MS,Jones County,66250.0
28069,MS,Kemper County,8584.0
28071,MS,Lafayette County,58467.0
28073,MS,Lamar County,66217.0
28075,MS,Lauderdale County,70527.0
28077,MS,Lawrence County,11741.0
28079,MS,Leake County,21258.0
28081,MS,Lee County,82799.0
28083,MS,Leflore County,26378.0
28085,MS,Lincoln County,34702.0
28087,MS,Lowndes County,57283.0
28089,MS,Madison County,112511.0
28091,MS,Marion County,24224.0
28093,MS,Marshall County,34123.0
28095,MS,Monroe County,33609.0
28097,MS,Montgomery County,9600.0
28099,MS,Neshoba County,28789.0
28101,MS,Newton County,21019.0
28103,MS,Noxubee County,9914.0
28105,MS,Oktibbeha County,51203.0
28107,MS,Panola County,32669.0
28109,MS,Pearl River County,57978.0
28111,MS,Perry County,11315.0
28113,MS,Pike County,39394.0
28115,MS,Pontotoc County,31535.0
28117,MS,Prentiss County,25135.0
28119,MS,Quitman County,5546.0
28121,MS,Rankin County,160417.0
28123,MS,Scott County,27507.0
28125,MS,Sharkey County,3336.0
28127,MS,Simpson County,25715.0
28129,MS,Smith County,14099.0
28131,MS,Stone County,18756.0
28133,MS,Sunflower County,24468.0
28135,MS,Tallahatchie County,11837.0
28137,MS,Tate County,28261.0
28139,MS,Tippah County,21287.0
28141,MS,Tishomingo County,18507.0
28143,MS,Tunica County,9234.0
28145,MS,Union County,28284.0
28147,MS,Walthall County,13863.0
28149,MS,Warren County,42298.0
28151,MS,Washington County,41946.0
28153,MS,Wayne County,19703.0
28155,MS,Webster County,9988.0
28157,MS,Wilkinson County,8058.0
28159,MS,Winston County,17416.0
28161,MS,Yalobusha County,12386.0
28163,MS,Yazoo County,25796.0
29000,MO,Missouri,6196156.0
29001,MO,Adair County,25122.0
29003,MO,Andrew County,18127.0
29005,MO,Atchison County,5107.0
29007,MO,Audrain County,24394.0
29009,MO,Barry County,35265.0
29011,MO,Barton County,11731.0
29013,MO,Bates County,16242.0
29015,MO,Benton County,20552.0
29017,MO,Bollinger County,10544.0
29019,MO,Boone County,189463.0
29021,MO,Buchanan County,82956.0
29023,MO,Butler County,41948.0
29025,MO,Caldwell County,8955.0
29027,MO,Callaway County,44731.0
29029,MO,Camden County,44044.0
29031,MO,Cape Girardeau County,82984.0
29033,MO,Carroll County,8391.0
29035,MO,Carter County,5303.0
29037,MO,Cass County,111732.0
29039,MO,Cedar County,14672.0
29041,MO,Chariton County,7399.0
29043,MO,Christian County,94422.0
29045,MO,Clark County,6641.0
29047,MO,Clay County,259772.0
29049,MO,Clinton County,21548.0
29051,MO,Cole County,77278.0
29053,MO,Cooper County,16947.0
29055,MO,Crawford County,22719.0
29057,MO,Dade County,7716.0
29059,MO,Dallas County,17768.0
29061,MO,Daviess County,8551.0
29063,MO,DeKalb County,9899.0
29065,MO,Dent County,14647.0
29067,MO,Douglas County,12228.0
29069,MO,Dunklin County,27032.0
29071,MO,Franklin County,106404.0
29073,MO,Gasconade County,14705.0
29075,MO,Gentry County,6287.0
29077,MO,Greene County,304611.0
29079,MO,Grundy County,9815.0
29081,MO,Harrison County,8220.0
29083,MO,Henry County,22485.0
29085,MO,Hickory County,8718.0
29087,MO,Holt County,4248.0
29089,MO,Howard County,10101.0
29091,MO,Howell County,40735.0
29093,MO,Iron County,9440.0
29095,MO,Jackson County,718560.0
29097,MO,Jasper County,125056.0
29099,MO,Jefferson County,231230.0
29101,MO,Johnson County,54962.0
29103,MO,Knox County,3723.0
29105,MO,Laclede County,36680.0
29107,MO,Lafayette County,33196.0
29109,MO,Lawrence County,38872.0
29111,MO,Lewis County,9818.0
29113,MO,Lincoln County,64699.0
29115,MO,Linn County,11791.0
29117,MO,Livingston County,14557.0
29119,MO,McDonald County,23903.0
29121,MO,Macon County,15161.0
29123,MO,Madison County,12698.0
29125,MO,Maries County,8430.0
29127,MO,Marion County,28336.0
29129,MO,Mercer County,3469.0
29131,MO,Miller County,25590.0
29133,MO,Mississippi County,11822.0
29135,MO,Moniteau County,15256.0
29137,MO,Monroe County,8698.0
29139,MO,Montgomery County,11459.0
29141,MO,Morgan County,21970.0
29143,MO,New Madrid County,15424.0
29145,MO,Newton County,60677.0
29147,MO,Nodaway County,20695.0
29149,MO,Oregon County,8720.0
29151,MO,Osage County,13468.0
29153,MO,Ozark County,8970.0
29155,MO,Pemiscot County,14613.0
29157,MO,Perry County,18950.0
29159,MO,Pettis County,43530.0
29161,MO,Phelps County,45284.0
29163,MO,Pike County,17935.0
29165,MO,Platte County,111940.0
29167,MO,Polk County,32780.0
29169,MO,Pulaski County,53812.0
29171,MO,Putnam County,4638.0
29173,MO,Ralls County,10489.0
29175,MO,Randolph County,24109.0
29177,MO,Ray County,23182.0
29179,MO,Reynolds County,5950.0
29181,MO,Ripley County,10806.0
29183,MO,St. Charles County,416659.0
29185,MO,St. Clair County,9752.0
29186,MO,Ste. Genevieve County,18642.0
29187,MO,St. Francois County,67058.0
29189,MO,St. Louis County,987059.0
29195,MO,Saline County,23049.0
